000.000 =============================================================
000.000                     Station A                               
000.000 -------------------------------------------------------------
000.000 Protocol.lib, version 4.0, jiangyanjun0718@bupt.edu.cn
000.000 Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-05
000.000 Log file "./datalink-A.log", TCP port 59144, debug mask 0x00
000.000 Station A is waiting for station B on TCP port 59144 ... Done.
000.309 New epoch: Tue May 24 21:06:45 2022
000.309 =================================================================
000.309 
000.309 Designed by 2020212900 Ling Zichao, based on Pro.Jiang's. build: May 24 2022  21:06:28
004.533 .... 1 packets received, 518 bps, 6.48%, Err 1 (3.0e-05)
841.221 .... 3106 packets received, 7567 bps, 94.59%, Err 68 (1.0e-05)
843.335 .... 3114 packets received, 7567 bps, 94.59%, Err 68 (1.0e-05)
847.572 .... 3116 packets received, 7534 bps, 94.18%, Err 69 (1.0e-05)
849.677 .... 3137 packets received, 7566 bps, 94.58%, Err 69 (1.0e-05)
851.811 .... 3145 packets received, 7567 bps, 94.58%, Err 69 (1.0e-05)
853.988 .... 3153 packets received, 7567 bps, 94.58%, Err 69 (1.0e-05)
856.127 .... 3161 packets received, 7567 bps, 94.58%, Err 69 (1.0e-05)
858.319 .... 3169 packets received, 7567 bps, 94.58%, Err 69 (1.0e-05)
860.416 .... 3177 packets received, 7567 bps, 94.59%, Err 69 (1.0e-05)
862.528 .... 3185 packets received, 7568 bps, 94.60%, Err 69 (1.0e-05)
864.631 .... 3193 packets received, 7568 bps, 94.60%, Err 69 (1.0e-05)
866.750 .... 3201 packets received, 7569 bps, 94.61%, Err 69 (1.0e-05)
868.895 .... 3209 packets received, 7569 bps, 94.61%, Err 69 (9.9e-06)
871.055 .... 3217 packets received, 7569 bps, 94.61%, Err 69 (9.9e-06)
873.181 .... 3225 packets received, 7569 bps, 94.61%, Err 69 (9.9e-06)
875.293 .... 3233 packets received, 7570 bps, 94.62%, Err 69 (9.9e-06)
877.411 .... 3241 packets received, 7570 bps, 94.62%, Err 69 (9.8e-06)
879.525 .... 3249 packets received, 7570 bps, 94.63%, Err 69 (9.8e-06)
885.328 .... 3257 packets received, 7539 bps, 94.24%, Err 71 (1.0e-05)
887.433 .... 3278 packets received, 7570 bps, 94.62%, Err 71 (1.0e-05)
889.551 .... 3286 packets received, 7570 bps, 94.63%, Err 71 (1.0e-05)
891.662 .... 3294 packets received, 7571 bps, 94.63%, Err 71 (1.0e-05)
893.767 .... 3302 packets received, 7571 bps, 94.64%, Err 72 (1.0e-05)
895.896 .... 3310 packets received, 7571 bps, 94.64%, Err 72 (1.0e-05)
898.004 .... 3318 packets received, 7572 bps, 94.65%, Err 72 (1.0e-05)
902.752 .... 3322 packets received, 7541 bps, 94.26%, Err 73 (1.0e-05)
904.877 .... 3343 packets received, 7571 bps, 94.64%, Err 74 (1.0e-05)
906.964 .... 3351 packets received, 7572 bps, 94.65%, Err 74 (1.0e-05)
909.089 .... 3359 packets received, 7572 bps, 94.65%, Err 74 (1.0e-05)
911.210 .... 3367 packets received, 7572 bps, 94.65%, Err 74 (1.0e-05)
915.419 .... 3369 packets received, 7542 bps, 94.27%, Err 75 (1.0e-05)
917.531 .... 3390 packets received, 7572 bps, 94.64%, Err 75 (1.0e-05)
919.628 .... 3398 packets received, 7572 bps, 94.65%, Err 75 (1.0e-05)
921.739 .... 3406 packets received, 7573 bps, 94.66%, Err 75 (1.0e-05)
923.875 .... 3414 packets received, 7573 bps, 94.66%, Err 75 (1.0e-05)
925.971 .... 3422 packets received, 7573 bps, 94.67%, Err 75 (1.0e-05)
928.098 .... 3430 packets received, 7574 bps, 94.67%, Err 75 (1.0e-05)
930.213 .... 3438 packets received, 7574 bps, 94.67%, Err 75 (1.0e-05)
932.331 .... 3446 packets received, 7574 bps, 94.68%, Err 75 (1.0e-05)
934.448 .... 3454 packets received, 7575 bps, 94.68%, Err 75 (1.0e-05)
939.443 .... 3459 packets received, 7545 bps, 94.32%, Err 76 (1.0e-05)
943.922 .... 3475 packets received, 7544 bps, 94.30%, Err 77 (1.0e-05)
946.034 .... 3496 packets received, 7573 bps, 94.66%, Err 77 (1.0e-05)
948.155 .... 3504 packets received, 7573 bps, 94.67%, Err 77 (1.0e-05)
950.256 .... 3512 packets received, 7574 bps, 94.67%, Err 77 (1.0e-05)
952.395 .... 3520 packets received, 7574 bps, 94.67%, Err 77 (1.0e-05)
954.502 .... 3528 packets received, 7574 bps, 94.68%, Err 77 (1.0e-05)
956.613 .... 3536 packets received, 7575 bps, 94.68%, Err 77 (1.0e-05)
958.713 .... 3544 packets received, 7575 bps, 94.69%, Err 77 (1.0e-05)
960.843 .... 3552 packets received, 7576 bps, 94.69%, Err 77 (1.0e-05)
962.939 .... 3560 packets received, 7576 bps, 94.70%, Err 77 (1.0e-05)
965.055 .... 3568 packets received, 7576 bps, 94.71%, Err 77 (1.0e-05)
967.182 .... 3576 packets received, 7577 bps, 94.71%, Err 77 (1.0e-05)
969.276 .... 3584 packets received, 7577 bps, 94.72%, Err 78 (1.0e-05)
971.384 .... 3592 packets received, 7578 bps, 94.72%, Err 78 (1.0e-05)
973.507 .... 3600 packets received, 7578 bps, 94.72%, Err 78 (1.0e-05)
978.782 .... 3606 packets received, 7550 bps, 94.37%, Err 79 (1.0e-05)
980.882 .... 3627 packets received, 7577 bps, 94.72%, Err 79 (1.0e-05)
983.036 .... 3635 packets received, 7577 bps, 94.72%, Err 79 (1.0e-05)
988.909 .... 3643 packets received, 7549 bps, 94.36%, Err 80 (1.0e-05)
991.046 .... 3664 packets received, 7576 bps, 94.70%, Err 80 (1.0e-05)
993.126 .... 3672 packets received, 7577 bps, 94.71%, Err 80 (1.0e-05)
995.269 .... 3680 packets received, 7577 bps, 94.71%, Err 80 (1.0e-05)
997.379 .... 3688 packets received, 7577 bps, 94.72%, Err 80 (1.0e-05)
999.483 .... 3696 packets received, 7578 bps, 94.72%, Err 80 (1.0e-05)
1001.572 .... 3704 packets received, 7578 bps, 94.73%, Err 80 (1.0e-05)
1003.709 .... 3712 packets received, 7578 bps, 94.73%, Err 80 (1.0e-05)
1008.262 .... 3715 packets received, 7550 bps, 94.38%, Err 81 (1.0e-05)
1010.393 .... 3736 packets received, 7577 bps, 94.71%, Err 81 (1.0e-05)
1012.526 .... 3744 packets received, 7577 bps, 94.71%, Err 81 (1.0e-05)
1014.630 .... 3752 packets received, 7578 bps, 94.72%, Err 81 (1.0e-05)
1016.719 .... 3760 packets received, 7578 bps, 94.73%, Err 81 (1.0e-05)
1018.844 .... 3768 packets received, 7578 bps, 94.73%, Err 81 (9.9e-06)
1020.986 .... 3776 packets received, 7579 bps, 94.73%, Err 81 (9.9e-06)
1023.137 .... 3784 packets received, 7579 bps, 94.73%, Err 81 (9.9e-06)
1025.278 .... 3792 packets received, 7579 bps, 94.74%, Err 81 (9.9e-06)
1027.410 .... 3800 packets received, 7579 bps, 94.74%, Err 81 (9.9e-06)
1029.522 .... 3808 packets received, 7579 bps, 94.74%, Err 81 (9.8e-06)
1035.062 .... 3815 packets received, 7553 bps, 94.41%, Err 82 (9.9e-06)
1037.162 .... 3836 packets received, 7579 bps, 94.74%, Err 82 (9.9e-06)
1039.285 .... 3844 packets received, 7579 bps, 94.74%, Err 82 (9.9e-06)
1041.393 .... 3852 packets received, 7580 bps, 94.74%, Err 82 (9.8e-06)
1043.523 .... 3860 packets received, 7580 bps, 94.75%, Err 82 (9.8e-06)
1045.665 .... 3868 packets received, 7580 bps, 94.75%, Err 82 (9.8e-06)
1047.826 .... 3876 packets received, 7580 bps, 94.75%, Err 82 (9.8e-06)
1049.931 .... 3884 packets received, 7580 bps, 94.75%, Err 82 (9.8e-06)
1052.052 .... 3892 packets received, 7581 bps, 94.76%, Err 82 (9.7e-06)
1054.170 .... 3900 packets received, 7581 bps, 94.76%, Err 82 (9.7e-06)
1059.178 .... 3905 packets received, 7555 bps, 94.43%, Err 85 (1.0e-05)
1062.085 .... 3916 packets received, 7555 bps, 94.44%, Err 85 (1.0e-05)
1067.751 .... 3934 packets received, 7550 bps, 94.37%, Err 87 (1.0e-05)
1070.465 .... 3944 packets received, 7550 bps, 94.37%, Err 87 (1.0e-05)
1075.223 .... 3960 packets received, 7547 bps, 94.33%, Err 89 (1.0e-05)
1078.155 .... 3971 packets received, 7547 bps, 94.34%, Err 89 (1.0e-05)
1080.315 .... 3991 packets received, 7570 bps, 94.62%, Err 89 (1.0e-05)
1082.458 .... 3999 packets received, 7570 bps, 94.63%, Err 89 (1.0e-05)
1087.603 .... 4004 packets received, 7544 bps, 94.30%, Err 90 (1.0e-05)
1089.773 .... 4025 packets received, 7568 bps, 94.60%, Err 90 (1.0e-05)
1091.915 .... 4033 packets received, 7568 bps, 94.60%, Err 90 (1.0e-05)
1094.065 .... 4041 packets received, 7568 bps, 94.61%, Err 90 (1.0e-05)
1099.362 .... 4047 packets received, 7543 bps, 94.29%, Err 92 (1.0e-05)
1101.477 .... 4068 packets received, 7568 bps, 94.60%, Err 92 (1.0e-05)
1103.583 .... 4076 packets received, 7568 bps, 94.60%, Err 92 (1.0e-05)
1105.678 .... 4084 packets received, 7569 bps, 94.61%, Err 92 (1.0e-05)
1107.815 .... 4092 packets received, 7569 bps, 94.61%, Err 92 (1.0e-05)
1109.914 .... 4100 packets received, 7569 bps, 94.62%, Err 92 (1.0e-05)
1112.043 .... 4108 packets received, 7569 bps, 94.62%, Err 92 (1.0e-05)
1114.124 .... 4116 packets received, 7570 bps, 94.63%, Err 92 (1.0e-05)
1116.234 .... 4124 packets received, 7570 bps, 94.63%, Err 92 (1.0e-05)
1118.342 .... 4132 packets received, 7571 bps, 94.63%, Err 92 (1.0e-05)
1120.479 .... 4140 packets received, 7571 bps, 94.64%, Err 92 (1.0e-05)
1122.585 .... 4148 packets received, 7571 bps, 94.64%, Err 92 (1.0e-05)
1124.680 .... 4156 packets received, 7572 bps, 94.65%, Err 92 (1.0e-05)
1126.856 .... 4164 packets received, 7572 bps, 94.65%, Err 92 (1.0e-05)
1129.011 .... 4172 packets received, 7572 bps, 94.65%, Err 92 (1.0e-05)
1131.113 .... 4180 packets received, 7572 bps, 94.65%, Err 92 (1.0e-05)
1133.243 .... 4188 packets received, 7572 bps, 94.66%, Err 92 (1.0e-05)
1135.350 .... 4196 packets received, 7573 bps, 94.66%, Err 92 (1.0e-05)
1137.459 .... 4204 packets received, 7573 bps, 94.66%, Err 92 (1.0e-05)
1139.576 .... 4212 packets received, 7573 bps, 94.67%, Err 92 (1.0e-05)
1141.698 .... 4220 packets received, 7574 bps, 94.67%, Err 92 (1.0e-05)
1143.813 .... 4228 packets received, 7574 bps, 94.68%, Err 92 (1.0e-05)
1145.899 .... 4236 packets received, 7575 bps, 94.68%, Err 92 (1.0e-05)
1150.390 .... 4239 packets received, 7550 bps, 94.38%, Err 93 (1.0e-05)
1152.507 .... 4260 packets received, 7574 bps, 94.67%, Err 93 (1.0e-05)
1154.640 .... 4268 packets received, 7574 bps, 94.68%, Err 93 (1.0e-05)
1159.431 .... 4272 packets received, 7550 bps, 94.37%, Err 94 (1.0e-05)
1161.578 .... 4293 packets received, 7573 bps, 94.66%, Err 94 (1.0e-05)
1163.703 .... 4301 packets received, 7573 bps, 94.66%, Err 95 (1.0e-05)
1167.660 .... 4302 packets received, 7549 bps, 94.36%, Err 95 (1.0e-05)
1169.779 .... 4323 packets received, 7572 bps, 94.65%, Err 95 (1.0e-05)
1171.936 .... 4331 packets received, 7572 bps, 94.65%, Err 95 (1.0e-05)
1174.072 .... 4339 packets received, 7573 bps, 94.66%, Err 95 (1.0e-05)
1176.199 .... 4347 packets received, 7573 bps, 94.66%, Err 95 (1.0e-05)
1180.410 .... 4349 packets received, 7549 bps, 94.36%, Err 98 (1.0e-05)
1182.548 .... 4369 packets received, 7570 bps, 94.63%, Err 98 (1.0e-05)
1184.675 .... 4377 packets received, 7570 bps, 94.63%, Err 98 (1.0e-05)
1186.782 .... 4385 packets received, 7571 bps, 94.63%, Err 98 (1.0e-05)
1188.882 .... 4393 packets received, 7571 bps, 94.64%, Err 98 (1.0e-05)
1191.008 .... 4401 packets received, 7571 bps, 94.64%, Err 98 (1.0e-05)
1193.129 .... 4409 packets received, 7572 bps, 94.65%, Err 98 (1.0e-05)
1195.315 .... 4417 packets received, 7572 bps, 94.64%, Err 98 (1.0e-05)
1197.407 .... 4425 packets received, 7572 bps, 94.65%, Err 98 (1.0e-05)
1199.543 .... 4433 packets received, 7572 bps, 94.65%, Err 98 (1.0e-05)
1201.662 .... 4441 packets received, 7572 bps, 94.66%, Err 98 (1.0e-05)
1203.791 .... 4449 packets received, 7573 bps, 94.66%, Err 98 (1.0e-05)
1205.948 .... 4457 packets received, 7573 bps, 94.66%, Err 98 (1.0e-05)
1211.763 .... 4465 packets received, 7550 bps, 94.37%, Err 99 (1.0e-05)
1213.891 .... 4486 packets received, 7572 bps, 94.65%, Err 99 (1.0e-05)
1215.976 .... 4494 packets received, 7573 bps, 94.66%, Err 99 (1.0e-05)
1218.117 .... 4502 packets received, 7573 bps, 94.66%, Err 99 (1.0e-05)
1220.219 .... 4510 packets received, 7573 bps, 94.66%, Err 99 (1.0e-05)
1222.343 .... 4518 packets received, 7573 bps, 94.67%, Err 99 (1.0e-05)
1224.441 .... 4526 packets received, 7574 bps, 94.67%, Err 99 (1.0e-05)
1226.537 .... 4534 packets received, 7574 bps, 94.68%, Err 99 (1.0e-05)
1228.693 .... 4542 packets received, 7574 bps, 94.68%, Err 99 (1.0e-05)
1230.862 .... 4550 packets received, 7574 bps, 94.68%, Err 99 (1.0e-05)
1232.970 .... 4558 packets received, 7575 bps, 94.68%, Err 99 (1.0e-05)
1235.087 .... 4566 packets received, 7575 bps, 94.69%, Err 99 (1.0e-05)
1237.273 .... 4574 packets received, 7575 bps, 94.68%, Err 99 (1.0e-05)
1239.406 .... 4582 packets received, 7575 bps, 94.69%, Err 99 (1.0e-05)
1244.962 .... 4589 packets received, 7553 bps, 94.41%, Err 100 (1.0e-05)
1247.065 .... 4610 packets received, 7574 bps, 94.68%, Err 100 (1.0e-05)
1249.219 .... 4618 packets received, 7574 bps, 94.68%, Err 100 (1.0e-05)
1251.366 .... 4626 packets received, 7574 bps, 94.68%, Err 100 (1.0e-05)
1256.739 .... 4632 packets received, 7552 bps, 94.40%, Err 102 (1.0e-05)
1259.389 .... 4642 packets received, 7552 bps, 94.40%, Err 102 (1.0e-05)
1261.502 .... 4662 packets received, 7572 bps, 94.65%, Err 102 (1.0e-05)
1267.079 .... 4669 packets received, 7550 bps, 94.38%, Err 103 (1.0e-05)
1269.256 .... 4690 packets received, 7571 bps, 94.64%, Err 103 (1.0e-05)
1271.356 .... 4698 packets received, 7571 bps, 94.64%, Err 104 (1.0e-05)
1273.462 .... 4706 packets received, 7572 bps, 94.65%, Err 104 (1.0e-05)
1278.218 .... 4710 packets received, 7550 bps, 94.37%, Err 105 (1.0e-05)
1280.324 .... 4731 packets received, 7571 bps, 94.64%, Err 105 (1.0e-05)
1282.449 .... 4739 packets received, 7571 bps, 94.64%, Err 106 (1.0e-05)
1286.438 .... 4740 packets received, 7549 bps, 94.37%, Err 106 (1.0e-05)
1291.836 .... 4759 packets received, 7548 bps, 94.35%, Err 108 (1.0e-05)
1293.945 .... 4780 packets received, 7569 bps, 94.61%, Err 108 (1.0e-05)
1296.050 .... 4788 packets received, 7569 bps, 94.62%, Err 108 (1.0e-05)
1298.161 .... 4796 packets received, 7570 bps, 94.62%, Err 108 (1.0e-05)
1300.286 .... 4804 packets received, 7570 bps, 94.62%, Err 108 (1.0e-05)
1302.403 .... 4812 packets received, 7570 bps, 94.63%, Err 108 (1.0e-05)
1304.506 .... 4820 packets received, 7570 bps, 94.63%, Err 108 (1.0e-05)
1306.636 .... 4828 packets received, 7571 bps, 94.63%, Err 108 (1.0e-05)
1308.744 .... 4836 packets received, 7571 bps, 94.64%, Err 108 (1.0e-05)
1310.837 .... 4844 packets received, 7571 bps, 94.64%, Err 108 (1.0e-05)
1312.960 .... 4852 packets received, 7572 bps, 94.65%, Err 108 (1.0e-05)
1315.061 .... 4860 packets received, 7572 bps, 94.65%, Err 108 (1.0e-05)
1317.170 .... 4868 packets received, 7572 bps, 94.65%, Err 108 (1.0e-05)
1319.337 .... 4876 packets received, 7572 bps, 94.65%, Err 108 (1.0e-05)
1321.484 .... 4884 packets received, 7572 bps, 94.66%, Err 108 (1.0e-05)
1323.642 .... 4892 packets received, 7572 bps, 94.66%, Err 108 (1.0e-05)
1325.739 .... 4900 packets received, 7573 bps, 94.66%, Err 108 (1.0e-05)
1330.030 .... 4902 packets received, 7551 bps, 94.39%, Err 110 (1.0e-05)
1332.154 .... 4922 packets received, 7570 bps, 94.63%, Err 110 (1.0e-05)
1334.295 .... 4930 packets received, 7570 bps, 94.63%, Err 110 (1.0e-05)
1339.029 .... 4934 packets received, 7550 bps, 94.37%, Err 111 (1.0e-05)
1341.144 .... 4955 packets received, 7570 bps, 94.62%, Err 111 (1.0e-05)
1343.255 .... 4963 packets received, 7570 bps, 94.63%, Err 112 (1.0e-05)
1345.363 .... 4971 packets received, 7570 bps, 94.63%, Err 112 (1.0e-05)
1347.495 .... 4979 packets received, 7571 bps, 94.63%, Err 112 (1.0e-05)
1349.583 .... 4987 packets received, 7571 bps, 94.64%, Err 113 (1.0e-05)
1351.706 .... 4995 packets received, 7571 bps, 94.64%, Err 113 (1.0e-05)
1353.825 .... 5003 packets received, 7572 bps, 94.64%, Err 113 (1.0e-05)
1355.929 .... 5011 packets received, 7572 bps, 94.65%, Err 113 (1.0e-05)
1358.059 .... 5019 packets received, 7572 bps, 94.65%, Err 113 (1.0e-05)
1360.216 .... 5027 packets received, 7572 bps, 94.65%, Err 113 (1.0e-05)
1362.363 .... 5035 packets received, 7572 bps, 94.65%, Err 113 (1.0e-05)
1364.459 .... 5043 packets received, 7573 bps, 94.66%, Err 113 (1.0e-05)
1366.605 .... 5051 packets received, 7573 bps, 94.66%, Err 113 (1.0e-05)
1368.789 .... 5059 packets received, 7573 bps, 94.66%, Err 114 (1.0e-05)
1370.903 .... 5067 packets received, 7573 bps, 94.66%, Err 114 (1.0e-05)
1373.026 .... 5075 packets received, 7573 bps, 94.66%, Err 114 (1.0e-05)
1375.128 .... 5083 packets received, 7573 bps, 94.67%, Err 114 (1.0e-05)
1377.243 .... 5091 packets received, 7574 bps, 94.67%, Err 115 (1.0e-05)
1379.338 .... 5099 packets received, 7574 bps, 94.68%, Err 115 (1.0e-05)
1381.505 .... 5107 packets received, 7574 bps, 94.68%, Err 116 (1.0e-05)
1383.675 .... 5115 packets received, 7574 bps, 94.67%, Err 116 (1.0e-05)
1385.780 .... 5123 packets received, 7574 bps, 94.68%, Err 116 (1.0e-05)
1387.886 .... 5131 packets received, 7575 bps, 94.68%, Err 116 (1.0e-05)
1389.999 .... 5139 packets received, 7575 bps, 94.69%, Err 116 (1.0e-05)
1395.009 .... 5144 packets received, 7555 bps, 94.44%, Err 118 (1.1e-05)
1397.138 .... 5165 packets received, 7574 bps, 94.68%, Err 118 (1.1e-05)
1399.258 .... 5173 packets received, 7575 bps, 94.68%, Err 118 (1.1e-05)
1401.358 .... 5181 packets received, 7575 bps, 94.69%, Err 118 (1.1e-05)
1403.468 .... 5189 packets received, 7575 bps, 94.69%, Err 118 (1.1e-05)
1408.749 .... 5195 packets received, 7555 bps, 94.44%, Err 119 (1.1e-05)
1410.854 .... 5216 packets received, 7575 bps, 94.68%, Err 119 (1.1e-05)
1416.476 .... 5223 packets received, 7555 bps, 94.43%, Err 120 (1.1e-05)
1420.971 .... 5239 packets received, 7554 bps, 94.42%, Err 121 (1.1e-05)
1425.711 .... 5256 packets received, 7553 bps, 94.41%, Err 122 (1.1e-05)
1427.867 .... 5277 packets received, 7572 bps, 94.65%, Err 122 (1.1e-05)
1429.960 .... 5285 packets received, 7572 bps, 94.65%, Err 122 (1.1e-05)
1432.071 .... 5293 packets received, 7573 bps, 94.66%, Err 122 (1.1e-05)
1434.184 .... 5301 packets received, 7573 bps, 94.66%, Err 122 (1.1e-05)
1436.302 .... 5309 packets received, 7573 bps, 94.66%, Err 122 (1.1e-05)
1438.400 .... 5317 packets received, 7573 bps, 94.67%, Err 122 (1.1e-05)
1440.540 .... 5325 packets received, 7574 bps, 94.67%, Err 122 (1.1e-05)
1442.706 .... 5333 packets received, 7574 bps, 94.67%, Err 122 (1.1e-05)
1444.853 .... 5341 packets received, 7574 bps, 94.67%, Err 122 (1.1e-05)
1446.966 .... 5349 packets received, 7574 bps, 94.67%, Err 122 (1.1e-05)
1452.237 .... 5355 packets received, 7555 bps, 94.44%, Err 123 (1.1e-05)
1454.390 .... 5376 packets received, 7573 bps, 94.67%, Err 123 (1.1e-05)
1456.563 .... 5384 packets received, 7573 bps, 94.66%, Err 123 (1.1e-05)
1458.710 .... 5392 packets received, 7573 bps, 94.67%, Err 123 (1.1e-05)
1460.877 .... 5400 packets received, 7573 bps, 94.67%, Err 124 (1.1e-05)
1463.012 .... 5408 packets received, 7573 bps, 94.67%, Err 124 (1.1e-05)
1465.142 .... 5416 packets received, 7574 bps, 94.67%, Err 124 (1.1e-05)
1467.256 .... 5424 packets received, 7574 bps, 94.67%, Err 124 (1.1e-05)
1469.363 .... 5432 packets received, 7574 bps, 94.68%, Err 124 (1.1e-05)
1471.482 .... 5440 packets received, 7574 bps, 94.68%, Err 124 (1.1e-05)
1473.584 .... 5448 packets received, 7575 bps, 94.68%, Err 124 (1.1e-05)
1475.723 .... 5456 packets received, 7575 bps, 94.68%, Err 124 (1.1e-05)
1477.907 .... 5464 packets received, 7575 bps, 94.68%, Err 124 (1.0e-05)
1480.021 .... 5472 packets received, 7575 bps, 94.69%, Err 124 (1.0e-05)
1482.127 .... 5480 packets received, 7575 bps, 94.69%, Err 124 (1.0e-05)
1484.244 .... 5488 packets received, 7575 bps, 94.69%, Err 124 (1.0e-05)
1489.526 .... 5494 packets received, 7557 bps, 94.46%, Err 125 (1.0e-05)
1494.287 .... 5511 packets received, 7556 bps, 94.45%, Err 127 (1.1e-05)
1496.389 .... 5531 packets received, 7573 bps, 94.66%, Err 127 (1.1e-05)
1498.520 .... 5539 packets received, 7573 bps, 94.66%, Err 127 (1.1e-05)
1500.683 .... 5547 packets received, 7573 bps, 94.66%, Err 127 (1.1e-05)
1502.839 .... 5555 packets received, 7573 bps, 94.66%, Err 127 (1.1e-05)
1504.943 .... 5563 packets received, 7573 bps, 94.67%, Err 127 (1.1e-05)
1507.051 .... 5571 packets received, 7574 bps, 94.67%, Err 127 (1.1e-05)
1509.208 .... 5579 packets received, 7574 bps, 94.67%, Err 127 (1.1e-05)
1511.365 .... 5587 packets received, 7574 bps, 94.67%, Err 127 (1.1e-05)
1513.499 .... 5595 packets received, 7574 bps, 94.67%, Err 127 (1.0e-05)
1515.593 .... 5603 packets received, 7574 bps, 94.68%, Err 127 (1.0e-05)
1517.702 .... 5611 packets received, 7574 bps, 94.68%, Err 127 (1.0e-05)
1519.830 .... 5619 packets received, 7575 bps, 94.68%, Err 127 (1.0e-05)
1521.931 .... 5627 packets received, 7575 bps, 94.69%, Err 127 (1.0e-05)
1524.041 .... 5635 packets received, 7575 bps, 94.69%, Err 127 (1.0e-05)
1526.137 .... 5643 packets received, 7576 bps, 94.69%, Err 127 (1.0e-05)
1528.267 .... 5651 packets received, 7576 bps, 94.70%, Err 127 (1.0e-05)
1530.447 .... 5659 packets received, 7576 bps, 94.69%, Err 127 (1.0e-05)
1532.590 .... 5667 packets received, 7576 bps, 94.70%, Err 127 (1.0e-05)
1534.700 .... 5675 packets received, 7576 bps, 94.70%, Err 127 (1.0e-05)
1536.814 .... 5683 packets received, 7576 bps, 94.70%, Err 127 (1.0e-05)
1538.921 .... 5691 packets received, 7576 bps, 94.71%, Err 127 (1.0e-05)
1541.031 .... 5699 packets received, 7577 bps, 94.71%, Err 127 (1.0e-05)
1543.132 .... 5707 packets received, 7577 bps, 94.71%, Err 127 (1.0e-05)
1545.280 .... 5715 packets received, 7577 bps, 94.71%, Err 127 (1.0e-05)
1547.363 .... 5723 packets received, 7577 bps, 94.72%, Err 127 (1.0e-05)
1549.506 .... 5731 packets received, 7578 bps, 94.72%, Err 127 (1.0e-05)
1551.661 .... 5739 packets received, 7578 bps, 94.72%, Err 127 (1.0e-05)
1553.771 .... 5747 packets received, 7578 bps, 94.72%, Err 127 (1.0e-05)
1555.959 .... 5755 packets received, 7578 bps, 94.72%, Err 127 (1.0e-05)
1558.104 .... 5763 packets received, 7578 bps, 94.72%, Err 127 (1.0e-05)
1560.221 .... 5771 packets received, 7578 bps, 94.73%, Err 127 (1.0e-05)
1562.319 .... 5779 packets received, 7578 bps, 94.73%, Err 127 (1.0e-05)
1566.559 .... 5781 packets received, 7560 bps, 94.51%, Err 128 (1.0e-05)
1568.670 .... 5802 packets received, 7578 bps, 94.72%, Err 128 (1.0e-05)
1570.765 .... 5810 packets received, 7578 bps, 94.73%, Err 128 (1.0e-05)
1572.912 .... 5818 packets received, 7578 bps, 94.73%, Err 128 (1.0e-05)
1575.006 .... 5826 packets received, 7578 bps, 94.73%, Err 128 (1.0e-05)
1577.113 .... 5834 packets received, 7579 bps, 94.73%, Err 128 (1.0e-05)
1579.238 .... 5842 packets received, 7579 bps, 94.74%, Err 128 (1.0e-05)
1581.350 .... 5850 packets received, 7579 bps, 94.74%, Err 128 (1.0e-05)
1583.461 .... 5858 packets received, 7579 bps, 94.74%, Err 128 (1.0e-05)
1585.568 .... 5866 packets received, 7580 bps, 94.74%, Err 129 (1.0e-05)
1587.712 .... 5874 packets received, 7580 bps, 94.75%, Err 129 (1.0e-05)
1589.876 .... 5882 packets received, 7580 bps, 94.75%, Err 129 (1.0e-05)
1594.367 .... 5885 packets received, 7562 bps, 94.53%, Err 131 (1.0e-05)
1596.487 .... 5905 packets received, 7578 bps, 94.72%, Err 131 (1.0e-05)
1598.613 .... 5913 packets received, 7578 bps, 94.72%, Err 131 (1.0e-05)
1600.703 .... 5921 packets received, 7578 bps, 94.73%, Err 131 (1.0e-05)
1602.829 .... 5929 packets received, 7578 bps, 94.73%, Err 131 (1.0e-05)
1604.951 .... 5937 packets received, 7579 bps, 94.73%, Err 131 (1.0e-05)
1607.046 .... 5945 packets received, 7579 bps, 94.74%, Err 131 (1.0e-05)
1609.159 .... 5953 packets received, 7579 bps, 94.74%, Err 131 (1.0e-05)
1611.272 .... 5961 packets received, 7579 bps, 94.74%, Err 131 (1.0e-05)
1613.383 .... 5969 packets received, 7580 bps, 94.75%, Err 131 (1.0e-05)
1615.513 .... 5977 packets received, 7580 bps, 94.75%, Err 131 (1.0e-05)
1617.658 .... 5985 packets received, 7580 bps, 94.75%, Err 131 (1.0e-05)
1619.822 .... 5993 packets received, 7580 bps, 94.75%, Err 131 (1.0e-05)
1621.915 .... 6001 packets received, 7580 bps, 94.75%, Err 131 (1.0e-05)
1624.050 .... 6009 packets received, 7580 bps, 94.75%, Err 131 (1.0e-05)
1626.162 .... 6017 packets received, 7581 bps, 94.76%, Err 131 (1.0e-05)
1628.283 .... 6025 packets received, 7581 bps, 94.76%, Err 131 (1.0e-05)
1634.175 .... 6033 packets received, 7563 bps, 94.54%, Err 132 (1.0e-05)
1636.290 .... 6054 packets received, 7580 bps, 94.75%, Err 132 (1.0e-05)
1641.035 .... 6058 packets received, 7563 bps, 94.54%, Err 133 (1.0e-05)
1643.147 .... 6079 packets received, 7579 bps, 94.74%, Err 133 (1.0e-05)
1645.240 .... 6087 packets received, 7580 bps, 94.75%, Err 133 (1.0e-05)
1647.421 .... 6095 packets received, 7580 bps, 94.75%, Err 133 (1.0e-05)
1649.585 .... 6103 packets received, 7580 bps, 94.75%, Err 133 (1.0e-05)
